id,stn,lat,long,ele,state,v1,X,Y,coastal,stnlist,Year,Y1900,Y1901,Y1902,Y1903,Y1904,Y1905,Y1906,Y1907,Y1908,Y1909,Y1910,Y1911,Y1912,Y1913,Y1914,Y1915,Y1916,Y1917,Y1918,Y1919,Y1920,Y1921,Y1922,Y1923,Y1924,Y1925,Y1926,Y1927,Y1928,Y1929,Y1930,Y1931,Y1932,Y1933,Y1934,Y1935,Y1936,Y1937,Y1938,Y1939,Y1940,Y1941,Y1942,Y1943,Y1944,Y1945,Y1946,Y1947,Y1948,Y1949,Y1950,Y1951,Y1952,Y1953,Y1954,Y1955,Y1956,Y1957,Y1958,Y1959,Y1960,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Average
33,USH00370896,41.1667,-71.5833,33.5,RI,BLOCK ISLAND STATE AP,-220403.8845,4592925.694,2032.966131,USH00370896,USH00370896,967.6,1130.1,1065.2,1103.9,1189.8,826.7,1228.6,943.2,1168.4,970,911,896.9,1030.7,1124.5,969.2,901.1,894.4,1214.1,948.7,1140,1077.5,1330,1098.8,1134.9,1161.3,1189.6,1150.9,929.7,1093.9,1063.2,1143.4,1044.6,1206.4,1090.5,1013.2,937.1,784.2,1010.7,999.7,1083.6,952,932,909.9,751,842.9,1004.3,442.2,810.3,1061.3,686.8,729.3,967.7,711.2,727.9,691.2,958.6,763,953.9,706.2,1134.8,1033.4,904.6,1067.8,1461.1,917.1,1046.6,1026.4,897.4,633.3,722.3,1149.4,717.1,1293.3,951.6,766.9,1024.6,826,951.7,988.7,724.5,1160.1,713.9,910.5,925,863.9,1002,895.6,1224.2,1140.2,1351.8,1016.2,1319.6,1284.7,1227.1,1013,1075.6,1084.5,1344.9,1353.5,1007.8,1049.7,999.7168317
34,USH00374266,41.4906,-71.5414,34.7,RI,KINGSTON,-213312.2954,4628584.751,9514.39344,USH00374266,USH00374266,1441.7,1520.1,1363.1,1149.6,1258.4,982.2,1600.4,1177,1556.3,1353.2,1218.9,1052.5,911.4,1140.3,1152.7,1138.7,1353.6,1513.7,1266.3,1264.6,1161.4,1383.6,1389.7,1385.1,1473.7,1690.8,1459,1203.7,1269.4,1133.5,1278.1,1277.4,1553.9,1333.6,1130.5,1296.7,894.7,1157,1089.6,1295.3,1301.6,1189.2,1099.6,1086.8,959.8,1160.8,589.7,926.7,1398.5,960.5,1157.9,1045,1058.2,839.7,712.7,1061.4,834.5,1127.8,956.3,1244.6,1473,1269.3,1191.1,1600.9,925.1,1164.8,1491.9,1332,981.4,958.8,1398.1,908.7,1326.4,1309.4,1022.4,1395.9,1104.3,1108.5,1089.2,877.1,1208.5,990.2,1344.5,1093.3,1093.2,1294.2,1181.8,1514,1384,1357.2,1438.4,1875.4,1536.3,1680,1402.1,1183.1,1130.1,1097.7,1608.4,1363.2,1358.5,1228.169307
35,USH00376698,41.7219,-71.4325,15.5,RI,PROVIDENCE WSO AP,-201678.9283,4653396.17,3888.085839,USH00376698,USH00376698,1037.2,1093.4,1061.8,1152.6,1280,940.6,1516.3,1081.3,1418.7,1002.8,871.6,868,1012.9,1212.7,1089,1046.2,1182.6,1200.6,895.1,1117.3,1119.1,1421.6,1182.8,1323.4,1345.6,1348.4,1055.9,920.3,1102.5,1216.1,1172.9,1170.6,1437.7,1141.9,837.2,912.4,808,1156.5,990.3,1022.5,1170.9,1059.3,991.6,943.7,827.8,1094.7,619.5,918.6,1171.7,851.1,982.9,965.7,1132.2,910.7,750.6,985.6,968.1,1073,764.3,975.9,1066.1,1132.5,1005.3,1427.8,910.3,1216.5,1240.9,1346.9,811.9,754.5,1121.1,1006.5,1154,1124.9,905.9,1208.1,889.8,739.8,918.7,822.4,1304.8,822.3,1223.3,1109.6,763.5,900.6,845.7,1304.3,1443.8,1196.6,1198.1,1550.8,1415,1089.3,938.5,1008.9,1195.1,1174.2,1642.1,1177,1194.5,1081.447525
36,USH00431081,44.4681,-73.1503,100.6,VT,BURLINGTON WSO AP,-307431.6325,4974234.479,244413.772,USH00431081,USH00431081,521.2,446.6,605.4,573.7,596.2,420.2,710.5,532.6,682.1,594.8,451.3,466.8,601.1,507.4,497.8,536.8,514.3,667.9,664.3,711.6,582.9,623.2,660.1,735.3,625.8,677.7,748.8,828.8,813.9,836.5,781.8,858.4,852,903.3,856.8,815.6,894.2,970.3,940,942.2,1033.7,913.3,1236.7,1053.7,1047.7,1098.2,1093.9,1018.4,1149.1,910.1,1315.5,896.2,881.7,1314.7,1099.7,1099.1,1038.2,1121.4,1345.8,860.9,848.9,819.4,941.4,1177.7,1198.2,1210.3,1219.2,1186.8,1008.8,959.2,977.1,995.5,933.6,1006.4,1163.1,1199.1,842.2,1062.7,952.5,834.8,960,635.1,1050.9,1008.4,633.1,699.5,912.5,695.9,920.8,904.1,868.4,1036.7,734.8,599.9,496.2,692.9,654.3,559.2,918.4,651.7,594.4,846.9534653
37,USH00431243,43.3847,-72.5989,256.6,VT,CAVENDISH,-277688.5839,4848501.187,154784.8962,USH00431243,USH00431243,786.9,850.3,958.8,1010.4,1134.8,714.6,1104.9,989.1,1123.6,775.4,888.5,855.3,1009.8,919.4,895.1,880.4,819.9,840.8,963.2,1107.5,883.2,1242.3,981.7,1175.7,1081.1,1015,830.7,1142.6,1182.3,1176.5,1020.9,1190.5,1220.3,1135.3,991.1,1065.2,919.7,1260.5,1148.7,1148.8,1267.2,1261.2,1121.7,1074.9,1310.6,1151.7,1130,1064,1417.6,1233.9,1296.1,1133.2,1231.6,1543.1,1218,1057.7,1169.3,1154.3,1075.2,1082.9,1016.5,986.8,818,1037.3,1056.8,1174,1338,1331.9,1039.5,1009.3,1133.2,987.4,966.2,1137.8,1160.5,1171.6,944.4,927,1015.1,802.2,1280.4,716.7,1231.2,1366.3,683.9,992.6,1208,1142.3,1228,1275.9,1091.2,1338.3,1114.9,721.7,927.3,917.6,1056.2,949.5,1351.6,1052.6,969.8,1070.341584
38,USH00431360,43.9833,-72.45,243.8,VT,CHELSEA,-257972.0239,4913628.775,169608.437,USH00431360,USH00431360,705.1,641.9,900.3,716.9,871.9,560.2,944.8,773.2,940.9,768.4,719.4,552.6,748.5,672.6,682.2,651.2,666.5,901.7,844.4,853.8,621.2,930.5,733.8,854.6,783.7,804.9,844.3,1049.1,965.5,942.8,836.7,915,872.7,892.4,841.2,738,937.9,1176.1,1063.3,1013.8,1107.7,960.9,1028.4,1022.9,1017.9,1221.3,1034,818.3,1093.5,944,1209,841.9,864.9,1265.2,1265,1009.7,1094.9,1134,1251.4,1070,969,855.7,907.1,968.2,1085.6,1093.3,1376.8,1149.1,1018.4,1005.2,1110.8,1054.8,1030.1,970.5,1103.8,1005.3,837,968.3,904.7,962.8,1027.9,688,1105.7,1080.1,654.7,812.6,1073.7,962,1011.8,1092.8,919.3,1116.8,860.6,750.6,747,722.4,768.1,779.7,1084.6,812.8,776.2,924.8792079
39,USH00431580,43.9572,-73.2106,105.2,VT,CORNWALL,-319359.1486,4918072.145,225255.1662,USH00431580,USH00431580,584.4,474.6,625.3,626.8,668.4,441.3,815.5,583.6,834.4,618.6,467.1,550.8,590.4,558,571.1,578.5,547.3,677.3,540,686.3,596.6,739,682.7,772.5,638.2,719.6,685.4,821.3,793.5,714,716.6,760.1,767.8,778.3,894.6,694.6,963.1,973.9,879.1,1002.1,1055.1,908.5,1185.6,858.9,971.7,968.5,1063.8,777.6,1058.1,867.6,1106.7,856.8,1099.4,1132.9,1066.5,957.2,1111.4,1022.5,1124.9,1016.3,887.5,915.1,938.3,1054.2,1332.1,1210,1326.8,1017.4,975.9,907.3,1006.4,1017.9,893.1,1045.5,1091.6,1015.7,845,1025,879.9,772.8,895.1,633.2,1000.8,1149.7,733.5,757.8,830,796.1,825.1,948.2,918.1,994.5,719.7,663.1,493.1,687.8,892.1,643.4,1030,678.9,749,841.9742574
40,USH00432769,44.9094,-72.8083,128,VT,ENOSBURG FALLS,-274262.8432,5019904.498,244060.1524,USH00432769,USH00432769,833.4,599.5,875.8,595.3,652.3,471.4,947.4,671.2,958.3,661.2,540.9,578.4,736.2,520.3,596.2,652.4,726.5,937.7,557.9,983.2,682.7,683,740.2,901.7,760.7,825.1,836.9,983.3,1063.3,1000.5,909,952.7,942.6,1011,1110.3,881.8,1219,1088.2,1102,1214.8,1172.6,1111.5,1343.1,1327.4,1219.5,1357,1307.4,1197.1,1363.2,1145.7,1247.7,1257.6,1236,1519.8,1396.9,1201,1366.4,1186.3,1382.1,1107.7,1083.8,1073.1,1136.2,1301.9,1650.2,1518,1415.7,1099.9,1385.5,1291.6,1194.3,1139.8,1051.7,1358.8,1163.8,1340.1,951.6,1377.2,1260.9,1015.3,1155.6,991.7,1262.9,1237.9,960,891.2,1177.2,1013.8,1181.1,1203.4,1266.8,1245.8,981.4,828.5,653.5,871,796.8,530.3,1220.9,855.5,814.9,1033.662376
41,USH00437054,44.42,-72.0194,213.4,VT,SAINT JOHNSBURY,-218055.934,4958247.118,163200.8882,USH00437054,USH00437054,656.8,644.4,769.1,721.2,820.1,504.7,884.6,730,872,751,587.1,517.9,758.3,627.5,701.2,641,645.9,871.2,651.2,729.2,656.2,794.9,740,792.9,745,686.6,842.1,750.6,906.3,877.1,850.5,831,783.5,913.1,976.3,731.2,895.5,1099.3,937.2,1025.8,1023.6,898.2,1119.3,1050,899.3,1191.1,1236.1,947.2,1348,1128.9,1176,1240.8,878.2,1195.5,1039.8,1022.7,1167.1,1032.4,1298.7,1320.5,1106.8,934.1,988.3,1018.9,1082.4,1154.3,1372.2,1296.9,1066.9,1123.6,1071.8,1053.9,813.7,948.9,1092.6,1036.7,787.3,1087,843.2,923.6,1065.5,691.6,1028,1081.7,670.1,766.5,940.6,993.9,945.9,1083.1,917.4,1083.4,864.6,757.5,668.2,788.9,817.5,732.6,1202.3,860.7,812.3,917.9039604
42,USH00437607,44.6264,-73.3031,33.5,VT,SOUTH HERO,-317345.0926,4993357.245,263955.8103,USH00437607,USH00437607,603.3,570.1,700.9,542.6,576.1,350,838.8,546.6,646,605.8,653,637.3,659.2,474.5,580.6,454.1,510.9,699,665.7,809.7,650.1,646,557.9,732.6,573.7,585.3,635,657.9,801,688.4,672,985.5,791.2,785.9,675.2,559.5,843.8,1017.3,854,812.2,939.1,800.4,1034.9,952.6,920.5,970,969.1,713.4,1222.6,802.3,1131.4,917.8,1009.4,1071.8,964.3,851.7,994,784.9,1075.5,896.1,796.9,805.8,780.7,946.9,1202.4,1352.5,1147.7,1045.7,800.7,819.5,771,861.1,724.3,1130.5,971,921.2,650.7,899.2,727.6,726.9,824.8,580.3,971.6,910.6,536.4,642.2,826.4,739.5,770.3,773.1,851.2,922.3,791.4,536.4,536.5,646.8,733.5,532.7,784,817.3,503.1,782.0118812
43,USH00437612,44.0725,-72.9736,408.7,VT,SOUTH LINCOLN,-298769.6967,4928533.442,211984.5288,USH00437612,USH00437612,626.4,574.8,687.9,681.6,678.1,544.6,1046.6,886.5,882.6,734.4,583.7,487.5,717.3,570.8,719.3,783,767,823.6,727.3,716.6,663.9,630.3,748.6,1061.6,866.9,879.1,714.9,808,885,689.2,797.9,1023.2,951.5,1063.2,905.4,701.8,821.1,1086.9,832.5,983.4,1240.3,1170.6,1082,1022.4,937.2,1067.3,1049.9,986.8,1236.2,1173.4,1189.5,1039.8,927,1079.2,1097.3,916.3,1198,1151.5,1508.4,999.7,922.4,983.5,956.9,808.5,1147,1168.5,1761.1,1202.7,818.2,989.6,984.6,912.9,776.7,1033.8,1099.7,1265,864.3,960.5,757.6,851.3,885.8,632.7,1219.2,1330.2,668.7,804.2,1003,918.6,899.5,1033.4,1062,1179.9,896.9,711,610.7,670.4,750.2,619.5,1211.2,980.8,866.2,917.2841584
